account_id,document_id,timestamp,view_time,rating
USER_00048,DOC_00238,2025-03-22 23:30:48.965633,285.5405412478276,2.0
USER_00029,DOC_00391,2024-12-08 23:30:48.966101,138.47173585207295,1.0
USER_00009,DOC_00433,2024-09-20 23:30:48.966427,159.17406640727066,1.0
USER_00029,DOC_00381,2024-10-05 23:30:48.966597,105.91111149953493,1.0
USER_00029,DOC_00335,2024-10-03 23:30:48.966758,231.43959400607807,2.0
USER_00080,DOC_00335,2024-05-08 23:30:48.966916,394.8458565628833,3.0
USER_00045,DOC_00362,2024-05-15 23:30:48.967076,546.6430121543777,5.0
USER_00077,DOC_00196,2025-03-16 23:30:48.967234,254.08655882691795,2.0
USER_00044,DOC_00098,2024-11-07 23:30:48.967399,479.1150666907676,4.0
USER_00032,DOC_00289,2024-11-13 23:30:48.967559,186.6596436338329,1.0
USER_00090,DOC_00185,2025-03-21 23:30:48.967722,163.79037635143257,1.0
USER_00046,DOC_00068,2024-05-17 23:30:48.967881,255.53495837963308,3.0
USER_00087,DOC_00393,2025-02-21 23:30:48.968042,20.93342782065664,1.0
USER_00047,DOC_00130,2024-12-08 23:30:48.968202,153.78784502356217,1.0
USER_00044,DOC_00330,2024-06-11 23:30:48.968362,441.8049149990355,4.0
USER_00071,DOC_00255,2025-02-26 23:30:48.968520,223.3087107801444,2.0
USER_00057,DOC_00126,2024-05-23 23:30:48.968678,516.7700861015893,4.0
USER_00042,DOC_00204,2024-10-29 23:30:48.968837,252.45610588656484,2.0
USER_00085,DOC_00100,2024-09-18 23:30:48.968997,65.20005007827797,1.0
USER_00094,DOC_00114,2024-12-16 23:30:48.969153,213.7060857136613,2.0
USER_00019,DOC_00261,2025-02-12 23:30:48.969462,212.5928958489978,2.0
USER_00096,DOC_00026,2024-10-08 23:30:48.969620,266.82270727070414,2.0
USER_00016,DOC_00279,2024-12-08 23:30:48.969930,235.91277828197505,2.0
USER_00092,DOC_00373,2024-06-28 23:30:48.970086,499.6643599953416,4.0
USER_00028,DOC_00161,2024-11-27 23:30:48.970244,329.3305465159598,3.0
USER_00048,DOC_00449,2025-02-02 23:30:48.970552,87.0968519438248,1.0
USER_00038,DOC_00106,2024-04-28 23:30:48.970719,434.0325669239496,4.0
USER_00017,DOC_00247,2024-07-21 23:30:48.970879,138.45769029135232,1.0
USER_00006,DOC_00026,2024-10-24 23:30:48.971038,324.5026211558796,3.0
USER_00010,DOC_00183,2024-06-28 23:30:48.971347,140.0775837896282,1.0
USER_00098,DOC_00051,2024-11-24 23:30:48.971503,560.2353024271498,5.0
USER_00059,DOC_00326,2024-08-26 23:30:48.971666,221.66589959255157,2.0
USER_00094,DOC_00452,2024-08-26 23:30:48.971977,468.3246066717658,4.0
USER_00012,DOC_00333,2025-02-28 23:30:48.972144,310.4031996819355,2.0
USER_00099,DOC_00406,2024-11-01 23:30:48.972302,442.2414925518353,3.0
USER_00060,DOC_00351,2024-09-13 23:30:48.972463,148.2517887338108,2.0
USER_00032,DOC_00064,2025-02-21 23:30:48.972621,186.68005712121024,2.0
USER_00048,DOC_00321,2024-06-03 23:30:48.972929,81.74710301535369,1.0
USER_00087,DOC_00149,2024-09-07 23:30:48.973087,488.4517636768402,5.0
USER_00044,DOC_00356,2024-07-23 23:30:48.973986,57.59516276079465,1.0
USER_00003,DOC_00076,2024-08-21 23:30:48.974152,490.0890597468117,4.0
USER_00046,DOC_00165,2024-11-14 23:30:48.974678,589.8874695346981,5.0
USER_00027,DOC_00227,2024-09-25 23:30:48.974832,39.21245152435319,1.0
USER_00045,DOC_00341,2025-02-27 23:30:48.974986,281.142156728258,2.0
USER_00002,DOC_00121,2024-08-11 23:30:48.975138,461.43782141814575,3.0
USER_00001,DOC_00307,2024-05-15 23:30:48.975290,517.3650213682115,4.0
USER_00035,DOC_00332,2024-09-20 23:30:48.975441,459.8950822875655,4.0
USER_00088,DOC_00104,2025-03-08 23:30:48.975784,454.5506072134236,4.0
USER_00036,DOC_00497,2024-06-17 23:30:48.976436,387.1290793400763,3.0
USER_00082,DOC_00305,2024-05-17 23:30:48.976587,237.21261256405305,2.0
USER_00057,DOC_00491,2024-06-22 23:30:48.977032,570.6647419307302,5.0
USER_00033,DOC_00231,2025-03-07 23:30:48.977382,336.9707140928268,3.0
USER_00019,DOC_00219,2024-09-09 23:30:48.977533,545.9248540433756,5.0
USER_00074,DOC_00202,2024-07-14 23:30:48.977683,466.1689381307057,4.0
USER_00094,DOC_00383,2025-03-08 23:30:48.977835,134.1712065841552,1.0
USER_00040,DOC_00012,2024-06-24 23:30:48.977986,186.11092786422836,1.0
USER_00032,DOC_00297,2024-11-07 23:30:48.978141,303.5346918559158,3.0
USER_00092,DOC_00437,2025-01-28 23:30:48.978292,22.478395776155608,1.0
USER_00031,DOC_00472,2024-08-04 23:30:48.978737,121.50153938299331,1.0
USER_00036,DOC_00256,2024-04-11 23:30:48.978888,82.90422756692993,1.0
USER_00025,DOC_00187,2024-06-15 23:30:48.979039,554.738752398222,4.0
USER_00009,DOC_00227,2025-01-30 23:30:48.979189,593.5839382741527,5.0
USER_00094,DOC_00087,2024-10-10 23:30:48.979481,77.94191456769352,1.0
USER_00079,DOC_00029,2024-06-26 23:30:48.979630,328.40045545285994,2.0
USER_00004,DOC_00214,2024-04-27 23:30:48.979779,560.5838210589208,5.0
USER_00018,DOC_00439,2024-09-14 23:30:48.980072,66.196871043993,1.0
USER_00076,DOC_00323,2024-06-02 23:30:48.980295,39.69053043145173,1.0
USER_00086,DOC_00149,2024-11-03 23:30:48.980721,101.32376055920606,1.0
USER_00069,DOC_00260,2024-12-13 23:30:48.980874,46.3880043363649,1.0
USER_00021,DOC_00442,2024-04-21 23:30:48.981023,188.54767792796545,1.0
USER_00043,DOC_00095,2024-12-14 23:30:48.981172,312.0437921023374,3.0
USER_00096,DOC_00135,2024-05-02 23:30:48.981470,74.9839469221902,1.0
USER_00088,DOC_00262,2024-03-31 23:30:48.981619,161.52972225785928,1.0
USER_00034,DOC_00168,2024-05-07 23:30:48.981768,563.1138917154717,4.0
USER_00023,DOC_00469,2024-12-21 23:30:48.982065,552.8236310020832,4.0
USER_00042,DOC_00284,2024-11-08 23:30:48.982217,295.3775856566084,3.0
USER_00098,DOC_00286,2024-06-04 23:30:48.982515,316.9148185570925,2.0
USER_00098,DOC_00007,2025-01-30 23:30:48.982663,427.2647137178997,3.0
USER_00004,DOC_00490,2024-10-19 23:30:48.982811,470.6024240658388,4.0
USER_00069,DOC_00323,2024-12-31 23:30:48.982960,305.6860115599193,3.0
USER_00048,DOC_00115,2025-01-05 23:30:48.983404,367.9625591623023,3.0
USER_00025,DOC_00403,2025-01-09 23:30:48.983554,536.2051467049619,4.0
USER_00063,DOC_00324,2024-08-30 23:30:48.983705,334.42738348216415,3.0
USER_00082,DOC_00459,2024-07-16 23:30:48.984004,542.7864453607589,5.0
USER_00040,DOC_00492,2024-07-09 23:30:48.984152,386.5524048739608,4.0
USER_00060,DOC_00353,2024-10-20 23:30:48.984446,507.7715125023368,5.0
USER_00001,DOC_00235,2024-06-24 23:30:48.984596,236.5287352534516,2.0
USER_00008,DOC_00057,2024-07-25 23:30:48.984747,60.234745568088464,1.0
USER_00022,DOC_00139,2024-05-26 23:30:48.985185,424.8878730175373,4.0
USER_00038,DOC_00136,2024-04-06 23:30:48.985342,271.4451337405196,2.0
USER_00021,DOC_00186,2024-11-23 23:30:48.985788,392.1548321081611,3.0
USER_00013,DOC_00065,2024-08-03 23:30:48.985940,55.266805679053455,1.0
USER_00067,DOC_00395,2025-03-13 23:30:48.986089,285.34306194020985,2.0
USER_00062,DOC_00118,2024-05-16 23:30:48.986238,167.68262423676643,1.0
USER_00035,DOC_00333,2024-05-20 23:30:48.986534,406.4916596865157,4.0
USER_00058,DOC_00093,2025-01-28 23:30:48.986830,599.6084051902675,5.0
USER_00002,DOC_00141,2024-11-01 23:30:48.987271,381.3599895590893,3.0
USER_00025,DOC_00333,2024-03-26 23:30:48.987714,433.6800253940533,4.0
USER_00054,DOC_00389,2025-02-05 23:30:48.987868,112.46626580306052,1.0
USER_00037,DOC_00119,2024-12-23 23:30:48.988162,343.3220385149592,3.0
USER_00033,DOC_00494,2024-10-20 23:30:48.988311,92.89930883407004,1.0
USER_00008,DOC_00407,2024-07-13 23:30:48.988461,552.0609098345084,5.0
USER_00093,DOC_00114,2024-10-09 23:30:48.988609,525.2830595264484,5.0
USER_00060,DOC_00332,2024-09-29 23:30:48.988903,121.81623551005232,1.0
