account_id,document_id,timestamp,view_time,rating
USER_00048,DOC_00238,2025-03-22 23:30:48.965633,285.5405412478276,2.0
USER_00041,DOC_00211,2024-11-04 23:30:48.965926,515.6871943698504,
USER_00029,DOC_00391,2024-12-08 23:30:48.966101,138.47173585207295,1.0
USER_00032,DOC_00074,2024-03-27 23:30:48.966263,564.8933471226763,
USER_00009,DOC_00433,2024-09-20 23:30:48.966427,159.17406640727066,1.0
USER_00029,DOC_00381,2024-10-05 23:30:48.966597,105.91111149953491,1.0
USER_00029,DOC_00335,2024-10-03 23:30:48.966758,231.43959400607812,2.0
USER_00080,DOC_00075,2024-05-08 23:30:48.966916,394.8458565628833,3.0
USER_00045,DOC_00362,2024-05-15 23:30:48.967076,546.6430121543777,5.0
USER_00077,DOC_00196,2025-03-16 23:30:48.967234,254.08655882691795,2.0
USER_00044,DOC_00098,2024-11-07 23:30:48.967399,479.11506669076755,4.0
USER_00032,DOC_00289,2024-11-13 23:30:48.967559,186.6596436338329,1.0
USER_00090,DOC_00185,2025-03-21 23:30:48.967722,163.79037635143257,1.0
USER_00046,DOC_00068,2024-05-17 23:30:48.967881,255.53495837963308,3.0
USER_00087,DOC_00393,2025-02-21 23:30:48.968042,20.93342782065664,1.0
USER_00047,DOC_00130,2024-12-08 23:30:48.968202,153.78784502356217,1.0
USER_00044,DOC_00330,2024-06-11 23:30:48.968362,441.8049149990355,4.0
USER_00071,DOC_00255,2025-02-26 23:30:48.968520,223.3087107801444,2.0
USER_00057,DOC_00126,2024-05-23 23:30:48.968678,516.7700861015893,4.0
USER_00042,DOC_00204,2024-10-29 23:30:48.968837,252.45610588656484,2.0
USER_00085,DOC_00100,2024-09-18 23:30:48.968997,65.20005007827797,1.0
USER_00094,DOC_00114,2024-12-16 23:30:48.969153,213.7060857136613,2.0
USER_00057,DOC_00367,2024-06-16 23:30:48.969307,576.2499756625618,
USER_00019,DOC_00261,2025-02-12 23:30:48.969462,212.5928958489978,2.0
USER_00096,DOC_00026,2024-10-08 23:30:48.969620,266.82270727070414,2.0
USER_00060,DOC_00169,2024-12-17 23:30:48.969773,95.85520722858071,
USER_00016,DOC_00279,2024-12-08 23:30:48.969930,235.91277828197502,2.0
USER_00092,DOC_00373,2024-06-28 23:30:48.970086,499.6643599953416,4.0
USER_00028,DOC_00161,2024-11-27 23:30:48.970244,329.3305465159598,3.0
USER_00030,DOC_00282,2024-10-21 23:30:48.970396,221.6580812203043,
USER_00048,DOC_00449,2025-02-02 23:30:48.970552,87.0968519438248,1.0
USER_00038,DOC_00106,2024-04-28 23:30:48.970719,434.0325669239496,4.0
USER_00017,DOC_00247,2024-07-21 23:30:48.970879,138.45769029135232,1.0
USER_00006,DOC_00026,2024-10-24 23:30:48.971038,324.5026211558796,3.0
USER_00048,DOC_00455,2024-08-23 23:30:48.971191,98.1673925257936,
USER_00010,DOC_00183,2024-06-28 23:30:48.971347,140.0775837896282,1.0
USER_00098,DOC_00051,2024-11-24 23:30:48.971503,560.2353024271498,5.0
USER_00059,DOC_00326,2024-08-26 23:30:48.971666,221.66589959255154,2.0
USER_00073,DOC_00372,2024-11-23 23:30:48.971820,577.7056169684074,
USER_00094,DOC_00452,2024-08-26 23:30:48.971977,468.3246066717658,4.0
USER_00012,DOC_00333,2025-02-28 23:30:48.972144,310.4031996819355,2.0
USER_00099,DOC_00406,2024-11-01 23:30:48.972302,442.2414925518353,3.0
USER_00060,DOC_00351,2024-09-13 23:30:48.972463,148.2517887338108,2.0
USER_00032,DOC_00064,2025-02-21 23:30:48.972621,186.68005712121024,2.0
USER_00026,DOC_00029,2024-06-16 23:30:48.972773,104.20314612661893,
USER_00048,DOC_00321,2024-06-03 23:30:48.972929,81.74710301535369,1.0
USER_00087,DOC_00149,2024-09-07 23:30:48.973087,488.45176367684024,5.0
USER_00044,DOC_00356,2024-07-23 23:30:48.973986,57.59516276079465,1.0
USER_00003,DOC_00076,2024-08-21 23:30:48.974152,490.0890597468117,4.0
USER_00030,DOC_00069,2024-12-15 23:30:48.974305,180.59869732794905,
USER_00091,DOC_00497,2024-12-20 23:30:48.974457,232.43455005565932,
USER_00046,DOC_00165,2024-11-14 23:30:48.974678,589.8874695346981,5.0
USER_00027,DOC_00227,2024-09-25 23:30:48.974832,39.212451524353185,1.0
USER_00045,DOC_00341,2025-02-27 23:30:48.974986,281.14215672825793,2.0
USER_00002,DOC_00121,2024-08-11 23:30:48.975138,461.43782141814575,3.0
USER_00001,DOC_00307,2024-05-15 23:30:48.975290,517.3650213682115,4.0
USER_00035,DOC_00332,2024-09-20 23:30:48.975441,459.8950822875655,4.0
USER_00047,DOC_00438,2025-01-14 23:30:48.975590,492.5150234040525,
USER_00088,DOC_00104,2025-03-08 23:30:48.975784,454.5506072134236,4.0
USER_00076,DOC_00205,2024-07-11 23:30:48.975994,513.4380311546491,
USER_00096,DOC_00254,2024-11-07 23:30:48.976141,164.9903314311418,
USER_00087,DOC_00384,2025-03-09 23:30:48.976287,373.5479494754324,
USER_00036,DOC_00497,2024-06-17 23:30:48.976436,387.1290793400763,3.0
USER_00082,DOC_00305,2024-05-17 23:30:48.976587,237.21261256405305,2.0
USER_00016,DOC_00227,2024-10-24 23:30:48.976733,104.90757315620776,
USER_00014,DOC_00079,2024-06-18 23:30:48.976882,308.62251308984014,
USER_00057,DOC_00491,2024-06-22 23:30:48.977032,570.6647419307302,5.0
USER_00053,DOC_00359,2024-07-29 23:30:48.977185,211.17027244286595,
USER_00033,DOC_00231,2025-03-07 23:30:48.977382,336.97071409282677,3.0
USER_00019,DOC_00219,2024-09-09 23:30:48.977533,545.9248540433756,5.0
USER_00074,DOC_00202,2024-07-14 23:30:48.977683,466.1689381307057,4.0
USER_00094,DOC_00383,2025-03-08 23:30:48.977835,134.17120658415521,1.0
USER_00040,DOC_00012,2024-06-24 23:30:48.977986,186.11092786422833,1.0
USER_00032,DOC_00297,2024-11-07 23:30:48.978141,303.5346918559158,3.0
USER_00092,DOC_00437,2025-01-28 23:30:48.978292,22.478395776155608,1.0
USER_00001,DOC_00101,2024-07-30 23:30:48.978438,130.9377473672874,
USER_00026,DOC_00121,2024-05-26 23:30:48.978581,126.93586798878421,
USER_00031,DOC_00472,2024-08-04 23:30:48.978737,121.50153938299331,1.0
USER_00036,DOC_00256,2024-04-11 23:30:48.978888,82.90422756692993,1.0
USER_00025,DOC_00187,2024-06-15 23:30:48.979039,554.738752398222,4.0
USER_00009,DOC_00227,2025-01-30 23:30:48.979189,593.5839382741527,5.0
USER_00092,DOC_00355,2024-12-14 23:30:48.979333,236.1988395428791,
USER_00094,DOC_00087,2024-10-10 23:30:48.979481,77.94191456769352,1.0
USER_00079,DOC_00029,2024-06-26 23:30:48.979630,328.40045545285994,2.0
USER_00004,DOC_00214,2024-04-27 23:30:48.979779,560.5838210589208,5.0
USER_00028,DOC_00194,2024-08-07 23:30:48.979924,73.95621990280742,
USER_00018,DOC_00439,2024-09-14 23:30:48.980072,66.196871043993,1.0
USER_00076,DOC_00323,2024-06-02 23:30:48.980295,39.69053043145173,1.0
USER_00025,DOC_00021,2025-02-04 23:30:48.980456,449.92071618709616,
USER_00086,DOC_00149,2024-11-03 23:30:48.980721,101.32376055920606,1.0
USER_00069,DOC_00260,2024-12-13 23:30:48.980874,46.3880043363649,1.0
USER_00021,DOC_00442,2024-04-21 23:30:48.981023,188.54767792796545,1.0
USER_00043,DOC_00095,2024-12-14 23:30:48.981172,312.0437921023374,3.0
USER_00012,DOC_00237,2024-04-21 23:30:48.981320,205.67812806444033,
USER_00096,DOC_00135,2024-05-02 23:30:48.981470,74.9839469221902,1.0
USER_00088,DOC_00262,2024-03-31 23:30:48.981619,161.52972225785928,1.0
USER_00034,DOC_00168,2024-05-07 23:30:48.981768,563.1138917154717,4.0
USER_00018,DOC_00044,2024-09-06 23:30:48.981914,65.24340706684124,
USER_00023,DOC_00469,2024-12-21 23:30:48.982065,552.8236310020832,4.0
USER_00042,DOC_00284,2024-11-08 23:30:48.982217,295.3775856566084,3.0
USER_00053,DOC_00456,2024-05-23 23:30:48.982366,153.6817199507264,
