account_id,document_id,timestamp,view_time,rating
USER_00002,DOC_00016,2025-04-25 02:12:07.241,15.0,0.0
USER_00002,DOC_00013,2025-05-26 11:53:06.486000,39.57142857142857,0.0
USER_00100,DOC_00013,2025-05-26 11:53:06.486000,28.0,0.0
USER_00043,DOC_00026,2025-05-26 11:53:06.486000,22.0,0.0
USER_00043,DOC_00027,2025-05-26 11:53:06.486000,119.0,0.0
USER_00012,DOC_00086,2025-05-26 11:53:06.486000,16.0,0.0
USER_00012,DOC_00013,2025-05-26 11:53:06.486000,71.0,0.0
USER_00012,DOC_00014,2025-05-26 11:53:06.486000,35.5,0.0
USER_00092,DOC_00031,2025-05-26 11:53:06.486000,42.0,0.0
USER_00045,DOC_00013,2025-05-26 11:53:06.486000,15.0,0.0
USER_00045,DOC_00014,2025-05-26 11:53:06.486000,333.75,0.0
